LocationType,Location,Age group,TimeFrame,DataFormat,Data
State,Mississippi,5 to 11,2013,Number,289953
State,Mississippi,Total less than 18,2013,Number,735566
State,Mississippi,0 to 4,2013,Percent,0.27
State,Mississippi,12 to 14,2013,Percent,0.17
State,Mississippi,15 to 17,2013,Percent,0.17
State,Mississippi,5 to 11,2013,Percent,0.39
State,Mississippi,Total less than 18,2013,Percent,1
State,Mississippi,Total less than 18,2007,Number,761171
State,Mississippi,0 to 4,2007,Number,209518
State,Mississippi,5 to 11,2007,Number,286407
State,Mississippi,12 to 14,2007,Number,129628
State,Mississippi,15 to 17,2007,Number,135618
State,Mississippi,Total less than 18,2008,Percent,1
State,Mississippi,0 to 4,2008,Percent,0.28
State,Mississippi,5 to 11,2008,Percent,0.38
State,Mississippi,12 to 14,2008,Percent,0.17
State,Mississippi,15 to 17,2008,Percent,0.18
State,Mississippi,Total less than 18,2008,Number,760572
State,Mississippi,0 to 4,2008,Number,213071
State,Mississippi,5 to 11,2008,Number,286450
State,Mississippi,12 to 14,2008,Number,126827
State,Mississippi,15 to 17,2008,Number,134224
State,Mississippi,Total less than 18,2007,Percent,1
State,Mississippi,0 to 4,2007,Percent,0.28
State,Mississippi,5 to 11,2007,Percent,0.38
State,Mississippi,12 to 14,2007,Percent,0.17
State,Mississippi,15 to 17,2007,Percent,0.18
State,Mississippi,Total less than 18,2006,Number,756990
State,Mississippi,0 to 4,2006,Number,204668
State,Mississippi,5 to 11,2006,Number,285813
State,Mississippi,12 to 14,2006,Number,131532
State,Mississippi,15 to 17,2006,Number,134977
State,Mississippi,Total less than 18,2005,Number,760870
State,Mississippi,0 to 4,2005,Number,207333
State,Mississippi,5 to 11,2005,Number,286923
State,Mississippi,12 to 14,2005,Number,133241
State,Mississippi,15 to 17,2005,Number,133373
State,Mississippi,Total less than 18,2006,Percent,1
State,Mississippi,0 to 4,2006,Percent,0.27
State,Mississippi,5 to 11,2006,Percent,0.38
State,Mississippi,12 to 14,2006,Percent,0.17
State,Mississippi,15 to 17,2006,Percent,0.18
State,Mississippi,Total less than 18,2005,Percent,1
State,Mississippi,0 to 4,2005,Percent,0.27
State,Mississippi,5 to 11,2005,Percent,0.38
State,Mississippi,12 to 14,2005,Percent,0.18
State,Mississippi,15 to 17,2005,Percent,0.18
State,Mississippi,Total less than 18,2004,Percent,1
State,Mississippi,0 to 4,2004,Percent,0.27
State,Mississippi,5 to 11,2004,Percent,0.38
State,Mississippi,12 to 14,2004,Percent,0.18
State,Mississippi,15 to 17,2004,Percent,0.17
State,Mississippi,Total less than 18,2004,Number,760410
State,Mississippi,0 to 4,2004,Number,206619
State,Mississippi,5 to 11,2004,Number,289332
State,Mississippi,12 to 14,2004,Number,134471
State,Mississippi,15 to 17,2004,Number,129988
State,Mississippi,Total less than 18,2003,Number,759447
State,Mississippi,0 to 4,2003,Number,204601
State,Mississippi,5 to 11,2003,Number,291413
State,Mississippi,12 to 14,2003,Number,134002
State,Mississippi,15 to 17,2003,Number,129431
State,Mississippi,Total less than 18,2002,Number,763148
State,Mississippi,0 to 4,2002,Number,204491
State,Mississippi,5 to 11,2002,Number,294752
State,Mississippi,12 to 14,2002,Number,132473
State,Mississippi,15 to 17,2002,Number,131432
State,Mississippi,Total less than 18,2003,Percent,1
State,Mississippi,0 to 4,2003,Percent,0.27
State,Mississippi,5 to 11,2003,Percent,0.38
State,Mississippi,12 to 14,2003,Percent,0.18
State,Mississippi,15 to 17,2003,Percent,0.17
State,Mississippi,Total less than 18,2002,Percent,1
State,Mississippi,0 to 4,2002,Percent,0.27
State,Mississippi,5 to 11,2002,Percent,0.39
State,Mississippi,12 to 14,2002,Percent,0.17
State,Mississippi,15 to 17,2002,Percent,0.17
State,Mississippi,Total less than 18,2001,Percent,1
State,Mississippi,0 to 4,2001,Percent,0.27
State,Mississippi,5 to 11,2001,Percent,0.39
State,Mississippi,12 to 14,2001,Percent,0.17
State,Mississippi,15 to 17,2001,Percent,0.17
State,Mississippi,Total less than 18,2000,Percent,1
State,Mississippi,0 to 4,2000,Percent,0.26
State,Mississippi,5 to 11,2000,Percent,0.39
State,Mississippi,12 to 14,2000,Percent,0.17
State,Mississippi,15 to 17,2000,Percent,0.18
State,Mississippi,Total less than 18,2001,Number,768418
State,Mississippi,0 to 4,2001,Number,204447
State,Mississippi,5 to 11,2001,Number,301080
State,Mississippi,12 to 14,2001,Number,129700
State,Mississippi,15 to 17,2001,Number,133191
State,Mississippi,Total less than 18,2000,Number,774353
State,Mississippi,0 to 4,2000,Number,203757
State,Mississippi,5 to 11,2000,Number,305254
State,Mississippi,12 to 14,2000,Number,129710
State,Mississippi,15 to 17,2000,Number,135632
State,Mississippi,Total less than 18,1999,Number,775662
State,Mississippi,12 to 14,1999,Number,130692
State,Mississippi,5 to 11,1999,Number,304043
State,Mississippi,0 to 4,1999,Number,203788
State,Mississippi,15 to 17,1999,Number,137139
State,Mississippi,0 to 4,1999,Percent,0.26
State,Mississippi,5 to 11,1999,Percent,0.39
State,Mississippi,12 to 14,1999,Percent,0.17
State,Mississippi,15 to 17,1999,Percent,0.18
State,Mississippi,Total less than 18,1999,Percent,1
State,Mississippi,0 to 4,1998,Number,202781
State,Mississippi,5 to 11,1998,Number,299803
State,Mississippi,12 to 14,1998,Number,131290
State,Mississippi,Total less than 18,1998,Percent,1
State,Mississippi,15 to 17,1998,Percent,0.18
State,Mississippi,12 to 14,1998,Percent,0.17
State,Mississippi,5 to 11,1998,Percent,0.39
State,Mississippi,0 to 4,1998,Percent,0.26
State,Mississippi,0 to 4,1997,Percent,0.26
State,Mississippi,12 to 14,1997,Percent,0.17
State,Mississippi,15 to 17,1997,Percent,0.18
State,Mississippi,Total less than 18,1997,Percent,1
State,Mississippi,5 to 11,1997,Percent,0.38
State,Mississippi,Total less than 18,1997,Number,774832
State,Mississippi,12 to 14,1997,Number,132763
State,Mississippi,5 to 11,1997,Number,297477
State,Mississippi,0 to 4,1997,Number,203199
State,Mississippi,15 to 17,1997,Number,141393
State,Mississippi,Total less than 18,1998,Number,773721
State,Mississippi,15 to 17,1998,Number,139847
State,Mississippi,5 to 11,1996,Percent,0.38
State,Mississippi,Total less than 18,1996,Percent,1
State,Mississippi,15 to 17,1996,Percent,0.18
State,Mississippi,12 to 14,1996,Percent,0.17
State,Mississippi,0 to 4,1996,Percent,0.27
State,Mississippi,0 to 4,1996,Number,203970
State,Mississippi,5 to 11,1996,Number,292944
State,Mississippi,12 to 14,1996,Number,133143
State,Mississippi,15 to 17,1996,Number,139623
State,Mississippi,Total less than 18,1996,Number,769680
State,Mississippi,Total less than 18,1995,Number,767892
State,Mississippi,12 to 14,1995,Number,135293
State,Mississippi,5 to 11,1995,Number,289729
State,Mississippi,0 to 4,1995,Number,205774
State,Mississippi,15 to 17,1995,Number,137096
State,Mississippi,5 to 11,1994,Percent,0.38
State,Mississippi,Total less than 18,1994,Percent,1
State,Mississippi,15 to 17,1994,Percent,0.17
State,Mississippi,12 to 14,1994,Percent,0.18
State,Mississippi,0 to 4,1994,Percent,0.27
State,Mississippi,12 to 14,1995,Percent,0.18
State,Mississippi,15 to 17,1995,Percent,0.18
State,Mississippi,Total less than 18,1995,Percent,1
State,Mississippi,0 to 4,1995,Percent,0.27
State,Mississippi,5 to 11,1995,Percent,0.38
State,Mississippi,Total less than 18,1993,Number,755820
State,Mississippi,15 to 17,1993,Number,129608
State,Mississippi,12 to 14,1993,Number,133668
State,Mississippi,5 to 11,1993,Number,288082
State,Mississippi,0 to 4,1993,Number,204462
State,Mississippi,0 to 4,1994,Number,206268
State,Mississippi,5 to 11,1994,Number,288237
State,Mississippi,12 to 14,1994,Number,136031
State,Mississippi,15 to 17,1994,Number,133259
State,Mississippi,Total less than 18,1994,Number,763795
State,Mississippi,12 to 14,1993,Percent,0.18
State,Mississippi,15 to 17,1993,Percent,0.17
State,Mississippi,Total less than 18,1993,Percent,1
State,Mississippi,0 to 4,1993,Percent,0.27
State,Mississippi,5 to 11,1993,Percent,0.38
State,Mississippi,0 to 4,1992,Percent,0.27
State,Mississippi,5 to 11,1992,Percent,0.39
State,Mississippi,Total less than 18,1992,Percent,1
State,Mississippi,15 to 17,1992,Percent,0.17
State,Mississippi,12 to 14,1992,Percent,0.17
State,Mississippi,5 to 11,1991,Percent,0.39
State,Mississippi,12 to 14,1991,Percent,0.17
State,Mississippi,15 to 17,1991,Percent,0.17
State,Mississippi,Total less than 18,1991,Percent,1
State,Mississippi,0 to 4,1991,Percent,0.27
State,Mississippi,Total less than 18,1991,Number,738911
State,Mississippi,15 to 17,1991,Number,124437
State,Mississippi,12 to 14,1991,Number,125869
State,Mississippi,5 to 11,1991,Number,291754
State,Mississippi,0 to 4,1991,Number,196851
State,Mississippi,0 to 4,1992,Number,201843
State,Mississippi,5 to 11,1992,Number,290328
State,Mississippi,12 to 14,1992,Number,130600
State,Mississippi,Total less than 18,1992,Number,750224
State,Mississippi,15 to 17,1992,Number,127453
State,Mississippi,0 to 4,1990,Percent,0.27
State,Mississippi,Total less than 18,1990,Percent,1
State,Mississippi,15 to 17,1990,Percent,0.17
State,Mississippi,12 to 14,1990,Percent,0.17
State,Mississippi,5 to 11,1990,Percent,0.4
State,Mississippi,0 to 4,1990,Number,194934
State,Mississippi,5 to 11,1990,Number,291812
State,Mississippi,12 to 14,1990,Number,122418
State,Mississippi,Total less than 18,1990,Number,733660
State,Mississippi,15 to 17,1990,Number,124496
State,Missouri,0 to 4,1990,Number,373365
State,Missouri,5 to 11,1990,Number,528120
State,Missouri,15 to 17,1990,Number,206093
State,Missouri,Total less than 18,1990,Number,1316423
State,Missouri,12 to 14,1990,Number,208845
State,Missouri,12 to 14,1990,Percent,0.16
State,Missouri,5 to 11,1990,Percent,0.4
State,Missouri,0 to 4,1990,Percent,0.28
State,Missouri,Total less than 18,1990,Percent,1
State,Missouri,15 to 17,1990,Percent,0.16
State,Missouri,0 to 4,1992,Number,376649
State,Missouri,5 to 11,1992,Number,535209
State,Missouri,15 to 17,1992,Number,212387
State,Missouri,Total less than 18,1992,Number,1349729
State,Missouri,12 to 14,1992,Number,225484
State,Missouri,12 to 14,1991,Number,216676
State,Missouri,Total less than 18,1991,Number,1332306
State,Missouri,15 to 17,1991,Number,206942
State,Missouri,5 to 11,1991,Number,534051
State,Missouri,0 to 4,1991,Number,374637
State,Missouri,0 to 4,1991,Percent,0.28
State,Missouri,5 to 11,1991,Percent,0.4
State,Missouri,12 to 14,1991,Percent,0.16
State,Missouri,15 to 17,1991,Percent,0.16
State,Missouri,Total less than 18,1991,Percent,1
State,Missouri,Total less than 18,1992,Percent,1
State,Missouri,15 to 17,1992,Percent,0.16
State,Missouri,12 to 14,1992,Percent,0.17
State,Missouri,5 to 11,1992,Percent,0.4
State,Missouri,0 to 4,1992,Percent,0.28
State,Missouri,0 to 4,1993,Percent,0.28
State,Missouri,12 to 14,1993,Percent,0.17
State,Missouri,5 to 11,1993,Percent,0.39
State,Missouri,Total less than 18,1993,Percent,1
State,Missouri,15 to 17,1993,Percent,0.16
State,Missouri,0 to 4,1994,Number,375108
State,Missouri,5 to 11,1994,Number,539619
State,Missouri,15 to 17,1994,Number,225466
State,Missouri,Total less than 18,1994,Number,1378700
State,Missouri,12 to 14,1994,Number,238507
State,Missouri,12 to 14,1993,Number,233131
State,Missouri,Total less than 18,1993,Number,1365903
State,Missouri,15 to 17,1993,Number,217428
State,Missouri,5 to 11,1993,Number,537763
State,Missouri,0 to 4,1993,Number,377581
State,Missouri,0 to 4,1995,Percent,0.27
State,Missouri,12 to 14,1995,Percent,0.17
State,Missouri,5 to 11,1995,Percent,0.39
State,Missouri,Total less than 18,1995,Percent,1
State,Missouri,15 to 17,1995,Percent,0.17
State,Missouri,15 to 17,1994,Percent,0.16
State,Missouri,Total less than 18,1994,Percent,1
State,Missouri,5 to 11,1994,Percent,0.39
State,Missouri,12 to 14,1994,Percent,0.17
State,Missouri,0 to 4,1994,Percent,0.27
State,Missouri,12 to 14,1995,Number,240747
State,Missouri,Total less than 18,1995,Number,1393554
State,Missouri,15 to 17,1995,Number,234689
State,Missouri,5 to 11,1995,Number,545840
State,Missouri,0 to 4,1995,Number,372278
State,Missouri,0 to 4,1996,Number,370105
State,Missouri,5 to 11,1996,Number,554971
State,Missouri,15 to 17,1996,Number,242312
State,Missouri,Total less than 18,1996,Number,1408732
State,Missouri,12 to 14,1996,Number,241344
State,Missouri,15 to 17,1996,Percent,0.17
State,Missouri,Total less than 18,1996,Percent,1
State,Missouri,5 to 11,1996,Percent,0.39
State,Missouri,12 to 14,1996,Percent,0.17
State,Missouri,0 to 4,1996,Percent,0.26
State,Missouri,0 to 4,1998,Number,369390
State,Missouri,5 to 11,1998,Number,565513
State,Missouri,15 to 17,1998,Number,249260
State,Missouri,Total less than 18,1998,Number,1428999
State,Missouri,12 to 14,1997,Number,242738
State,Missouri,Total less than 18,1997,Number,1419837
State,Missouri,15 to 17,1997,Number,247956
State,Missouri,5 to 11,1997,Number,560748
State,Missouri,0 to 4,1997,Number,368395
State,Missouri,12 to 14,1997,Percent,0.17
State,Missouri,5 to 11,1997,Percent,0.39
State,Missouri,0 to 4,1997,Percent,0.26
State,Missouri,Total less than 18,1997,Percent,1
State,Missouri,15 to 17,1997,Percent,0.17
State,Missouri,0 to 4,1998,Percent,0.26
State,Missouri,15 to 17,1998,Percent,0.17
State,Missouri,Total less than 18,1998,Percent,1
State,Missouri,5 to 11,1998,Percent,0.4
State,Missouri,12 to 14,1998,Percent,0.17
State,Missouri,12 to 14,1998,Number,244836
State,Missouri,5 to 11,1999,Percent,0.4
State,Missouri,0 to 4,1999,Percent,0.26
State,Missouri,Total less than 18,1999,Percent,1
State,Missouri,12 to 14,1999,Percent,0.17
State,Missouri,15 to 17,1999,Percent,0.17
State,Missouri,12 to 14,1999,Number,246264
State,Missouri,Total less than 18,1999,Number,1428047
State,Missouri,15 to 17,1999,Number,247305
State,Missouri,5 to 11,1999,Number,565349
State,Missouri,0 to 4,1999,Number,369129
State,Missouri,Total less than 18,2000,Number,1428383
State,Missouri,0 to 4,2000,Number,369536
State,Missouri,5 to 11,2000,Number,564502
State,Missouri,12 to 14,2000,Number,246309
State,Missouri,15 to 17,2000,Number,248036
State,Missouri,Total less than 18,2001,Number,1426575
State,Missouri,0 to 4,2001,Number,370230
State,Missouri,5 to 11,2001,Number,559649
State,Missouri,12 to 14,2001,Number,246907
State,Missouri,15 to 17,2001,Number,249789
State,Missouri,Total less than 18,2000,Percent,1
State,Missouri,0 to 4,2000,Percent,0.26
State,Missouri,5 to 11,2000,Percent,0.4
State,Missouri,12 to 14,2000,Percent,0.17
State,Missouri,15 to 17,2000,Percent,0.17
State,Missouri,Total less than 18,2001,Percent,1
State,Missouri,0 to 4,2001,Percent,0.26
State,Missouri,5 to 11,2001,Percent,0.39
State,Missouri,12 to 14,2001,Percent,0.17
State,Missouri,15 to 17,2001,Percent,0.18
State,Missouri,Total less than 18,2002,Percent,1
State,Missouri,0 to 4,2002,Percent,0.26
State,Missouri,5 to 11,2002,Percent,0.39
State,Missouri,12 to 14,2002,Percent,0.18
State,Missouri,15 to 17,2002,Percent,0.18
State,Missouri,Total less than 18,2003,Percent,1
State,Missouri,0 to 4,2003,Percent,0.26
State,Missouri,5 to 11,2003,Percent,0.38
State,Missouri,12 to 14,2003,Percent,0.18
State,Missouri,15 to 17,2003,Percent,0.18
State,Missouri,Total less than 18,2002,Number,1424513
State,Missouri,0 to 4,2002,Number,371764
State,Missouri,5 to 11,2002,Number,551063
State,Missouri,12 to 14,2002,Number,251513
State,Missouri,15 to 17,2002,Number,250173
State,Missouri,Total less than 18,2003,Number,1421927
State,Missouri,0 to 4,2003,Number,372344
State,Missouri,5 to 11,2003,Number,545307
State,Missouri,12 to 14,2003,Number,254510
State,Missouri,15 to 17,2003,Number,249766
State,Missouri,Total less than 18,2004,Number,1420956
State,Missouri,0 to 4,2004,Number,375216
State,Missouri,5 to 11,2004,Number,540235
State,Missouri,12 to 14,2004,Number,255011
State,Missouri,15 to 17,2004,Number,250494
State,Missouri,Total less than 18,2004,Percent,1
State,Missouri,0 to 4,2004,Percent,0.26
State,Missouri,5 to 11,2004,Percent,0.38
State,Missouri,12 to 14,2004,Percent,0.18
State,Missouri,15 to 17,2004,Percent,0.18
State,Missouri,Total less than 18,2005,Percent,1
State,Missouri,0 to 4,2005,Percent,0.27
State,Missouri,5 to 11,2005,Percent,0.38
State,Missouri,12 to 14,2005,Percent,0.18
State,Missouri,15 to 17,2005,Percent,0.18
State,Missouri,Total less than 18,2005,Number,1422978
State,Missouri,0 to 4,2005,Number,378246
State,Missouri,5 to 11,2005,Number,537591
State,Missouri,12 to 14,2005,Number,251691
State,Missouri,15 to 17,2005,Number,255450
State,Missouri,Total less than 18,2006,Percent,1
State,Missouri,0 to 4,2006,Percent,0.27
State,Missouri,5 to 11,2006,Percent,0.38
State,Missouri,12 to 14,2006,Percent,0.17
State,Missouri,15 to 17,2006,Percent,0.18
State,Missouri,Total less than 18,2006,Number,1428324
State,Missouri,0 to 4,2006,Number,381248
State,Missouri,5 to 11,2006,Number,539799
State,Missouri,12 to 14,2006,Number,248265
State,Missouri,15 to 17,2006,Number,259012
State,Missouri,Total less than 18,2007,Percent,1
State,Missouri,0 to 4,2007,Percent,0.27
State,Missouri,5 to 11,2007,Percent,0.38
State,Missouri,12 to 14,2007,Percent,0.17
State,Missouri,15 to 17,2007,Percent,0.18
State,Missouri,Total less than 18,2008,Number,1428945
State,Missouri,0 to 4,2008,Number,389090
State,Missouri,5 to 11,2008,Number,543338
State,Missouri,12 to 14,2008,Number,240859
State,Missouri,15 to 17,2008,Number,255658
State,Missouri,Total less than 18,2008,Percent,1
State,Missouri,0 to 4,2008,Percent,0.27
State,Missouri,5 to 11,2008,Percent,0.38
State,Missouri,12 to 14,2008,Percent,0.17
State,Missouri,15 to 17,2008,Percent,0.18
State,Missouri,Total less than 18,2007,Number,1431346
State,Missouri,0 to 4,2007,Number,385800
State,Missouri,5 to 11,2007,Number,541953
State,Missouri,12 to 14,2007,Number,244111
State,Missouri,15 to 17,2007,Number,259482
State,Missouri,0 to 4,2013,Percent,0.27
State,Missouri,12 to 14,2013,Percent,0.17
State,Missouri,15 to 17,2013,Percent,0.17
State,Missouri,5 to 11,2013,Percent,0.39
State,Missouri,Total less than 18,2013,Percent,1
State,Missouri,0 to 4,2013,Number,376683
State,Missouri,12 to 14,2013,Number,238310
State,Missouri,15 to 17,2013,Number,236971
State,Missouri,5 to 11,2013,Number,545762
State,Missouri,Total less than 18,2013,Number,1397726
State,Missouri,0 to 4,2018,Number,372713
State,Missouri,12 to 14,2018,Number,234376
State,Missouri,15 to 17,2018,Number,234230
State,Missouri,5 to 11,2018,Number,535511
State,Missouri,Total less than 18,2018,Number,1376830
State,Missouri,Total less than 18,2009,Number,1426603
State,Missouri,0 to 4,2009,Number,389709
State,Missouri,5 to 11,2009,Number,547603
State,Missouri,12 to 14,2009,Number,237680
State,Missouri,15 to 17,2009,Number,251611
State,Missouri,0 to 4,2018,Percent,0.27
State,Missouri,12 to 14,2018,Percent,0.17
State,Missouri,15 to 17,2018,Percent,0.17
State,Missouri,5 to 11,2018,Percent,0.39
State,Missouri,Total less than 18,2018,Percent,1
State,Missouri,Total less than 18,2009,Percent,1
State,Missouri,0 to 4,2009,Percent,0.27
State,Missouri,5 to 11,2009,Percent,0.38
State,Missouri,12 to 14,2009,Percent,0.17
State,Missouri,15 to 17,2009,Percent,0.18
State,Missouri,0 to 4,2010,Number,389558
State,Missouri,12 to 14,2010,Number,237555
State,Missouri,15 to 17,2010,Number,247011
State,Missouri,5 to 11,2010,Number,549859
State,Missouri,Total less than 18,2010,Number,1423983
State,Missouri,0 to 4,2010,Percent,0.27
State,Missouri,12 to 14,2010,Percent,0.17
State,Missouri,15 to 17,2010,Percent,0.17
State,Missouri,5 to 11,2010,Percent,0.39
State,Missouri,Total less than 18,2010,Percent,1
State,Missouri,0 to 4,2015,Number,375492
State,Missouri,12 to 14,2015,Number,232929
State,Missouri,15 to 17,2015,Number,238871
State,Missouri,5 to 11,2015,Number,542395
State,Missouri,Total less than 18,2015,Number,1389687
State,Missouri,0 to 4,2015,Percent,0.27
State,Missouri,12 to 14,2015,Percent,0.17
State,Missouri,15 to 17,2015,Percent,0.17
State,Missouri,5 to 11,2015,Percent,0.39
State,Missouri,Total less than 18,2015,Percent,1
State,Missouri,0 to 4,2011,Number,385374
State,Missouri,12 to 14,2011,Number,237318
State,Missouri,15 to 17,2011,Number,242239
State,Missouri,5 to 11,2011,Number,549113
State,Missouri,Total less than 18,2011,Number,1414044
State,Missouri,0 to 4,2012,Percent,0.27
State,Missouri,12 to 14,2012,Percent,0.17
State,Missouri,15 to 17,2012,Percent,0.17
State,Missouri,5 to 11,2012,Percent,0.39
State,Missouri,Total less than 18,2012,Percent,1
State,Missouri,0 to 4,2011,Percent,0.27
State,Missouri,12 to 14,2011,Percent,0.17
State,Missouri,15 to 17,2011,Percent,0.17
State,Missouri,5 to 11,2011,Percent,0.39
State,Missouri,Total less than 18,2011,Percent,1
State,Missouri,0 to 4,2014,Percent,0.27
State,Missouri,12 to 14,2014,Percent,0.17
State,Missouri,15 to 17,2014,Percent,0.17
State,Missouri,5 to 11,2014,Percent,0.39
State,Missouri,Total less than 18,2014,Percent,1
State,Missouri,0 to 4,2014,Number,375930
State,Missouri,12 to 14,2014,Number,235798
State,Missouri,15 to 17,2014,Number,236955
State,Missouri,5 to 11,2014,Number,544473
State,Missouri,Total less than 18,2014,Number,1393156
State,Missouri,0 to 4,2012,Number,381092
State,Missouri,12 to 14,2012,Number,238598
State,Missouri,15 to 17,2012,Number,238617
State,Missouri,5 to 11,2012,Number,546526
State,Missouri,Total less than 18,2012,Number,1404833
State,Missouri,0 to 4,2016,Number,374896
State,Missouri,12 to 14,2016,Number,231918
State,Missouri,15 to 17,2016,Number,238765
State,Missouri,5 to 11,2016,Number,540478
State,Missouri,Total less than 18,2016,Number,1386057
State,Missouri,0 to 4,2017,Number,374601
State,Missouri,12 to 14,2017,Number,233090
State,Missouri,15 to 17,2017,Number,236593
State,Missouri,5 to 11,2017,Number,538235
State,Missouri,Total less than 18,2017,Number,1382519
State,Missouri,0 to 4,2016,Percent,0.27
State,Missouri,12 to 14,2016,Percent,0.17
State,Missouri,15 to 17,2016,Percent,0.17
State,Missouri,5 to 11,2016,Percent,0.39
State,Missouri,Total less than 18,2016,Percent,1
State,Missouri,0 to 4,2017,Percent,0.27
State,Missouri,12 to 14,2017,Percent,0.17
State,Missouri,15 to 17,2017,Percent,0.17
State,Missouri,5 to 11,2017,Percent,0.39
State,Missouri,Total less than 18,2017,Percent,1
State,Montana,0 to 4,2017,Percent,0.27
State,Montana,12 to 14,2017,Percent,0.17
State,Montana,15 to 17,2017,Percent,0.17
State,Montana,5 to 11,2017,Percent,0.39
State,Montana,Total less than 18,2017,Percent,1
State,Montana,0 to 4,2016,Percent,0.28
State,Montana,12 to 14,2016,Percent,0.16
State,Montana,15 to 17,2016,Percent,0.17
State,Montana,5 to 11,2016,Percent,0.39
State,Montana,Total less than 18,2016,Percent,1
State,Montana,0 to 4,2017,Number,62933
State,Montana,12 to 14,2017,Number,38034
State,Montana,15 to 17,2017,Number,38011
State,Montana,5 to 11,2017,Number,90265
State,Montana,Total less than 18,2017,Number,229243
State,Montana,0 to 4,2016,Number,62691
State,Montana,12 to 14,2016,Number,37579
State,Montana,15 to 17,2016,Number,37895
State,Montana,5 to 11,2016,Number,89792
State,Montana,Total less than 18,2016,Number,227957
State,Montana,0 to 4,2012,Number,61467
State,Montana,12 to 14,2012,Number,36859
State,Montana,15 to 17,2012,Number,37729
State,Montana,5 to 11,2012,Number,86824
State,Montana,Total less than 18,2012,Number,222879
State,Montana,0 to 4,2014,Number,61788
State,Montana,12 to 14,2014,Number,37285
State,Montana,15 to 17,2014,Number,37688
State,Montana,5 to 11,2014,Number,88747
State,Montana,Total less than 18,2014,Number,225508
State,Montana,0 to 4,2014,Percent,0.27
State,Montana,12 to 14,2014,Percent,0.17
State,Montana,15 to 17,2014,Percent,0.17
State,Montana,5 to 11,2014,Percent,0.39
State,Montana,Total less than 18,2014,Percent,1
State,Montana,0 to 4,2011,Percent,0.28
State,Montana,12 to 14,2011,Percent,0.17
State,Montana,15 to 17,2011,Percent,0.17
State,Montana,5 to 11,2011,Percent,0.39
State,Montana,Total less than 18,2011,Percent,1
State,Montana,0 to 4,2012,Percent,0.28
State,Montana,12 to 14,2012,Percent,0.17
State,Montana,15 to 17,2012,Percent,0.17
State,Montana,5 to 11,2012,Percent,0.39
State,Montana,Total less than 18,2012,Percent,1
State,Montana,0 to 4,2011,Number,62069
State,Montana,12 to 14,2011,Number,36820
State,Montana,15 to 17,2011,Number,38316
State,Montana,5 to 11,2011,Number,85908
State,Montana,Total less than 18,2011,Number,223113
State,Montana,0 to 4,2015,Percent,0.27
State,Montana,12 to 14,2015,Percent,0.17
State,Montana,15 to 17,2015,Percent,0.17
State,Montana,5 to 11,2015,Percent,0.39
State,Montana,Total less than 18,2015,Percent,1
State,Montana,0 to 4,2015,Number,62214
State,Montana,12 to 14,2015,Number,37395
State,Montana,15 to 17,2015,Number,37654
State,Montana,5 to 11,2015,Number,89324
State,Montana,Total less than 18,2015,Number,226587
State,Montana,0 to 4,2010,Percent,0.28
State,Montana,12 to 14,2010,Percent,0.17
State,Montana,15 to 17,2010,Percent,0.17
State,Montana,5 to 11,2010,Percent,0.38
State,Montana,Total less than 18,2010,Percent,1
State,Montana,0 to 4,2010,Number,62426
State,Montana,12 to 14,2010,Number,36862
State,Montana,15 to 17,2010,Number,39053
State,Montana,5 to 11,2010,Number,85052
State,Montana,Total less than 18,2010,Number,223393
State,Montana,0 to 4,2018,Percent,0.27
State,Montana,12 to 14,2018,Percent,0.17
State,Montana,15 to 17,2018,Percent,0.17
State,Montana,5 to 11,2018,Percent,0.39
State,Montana,Total less than 18,2018,Percent,1
State,Montana,Total less than 18,2009,Number,223675
State,Montana,0 to 4,2009,Number,61658
State,Montana,5 to 11,2009,Number,84636
State,Montana,12 to 14,2009,Number,37334
State,Montana,15 to 17,2009,Number,40047
State,Montana,Total less than 18,2009,Percent,1
State,Montana,0 to 4,2009,Percent,0.28
State,Montana,5 to 11,2009,Percent,0.38
State,Montana,12 to 14,2009,Percent,0.17
State,Montana,15 to 17,2009,Percent,0.18
State,Montana,0 to 4,2018,Number,62536
State,Montana,12 to 14,2018,Number,38657
State,Montana,15 to 17,2018,Number,38091
State,Montana,5 to 11,2018,Number,90150
State,Montana,Total less than 18,2018,Number,229434
State,Montana,0 to 4,2013,Number,61544
State,Montana,12 to 14,2013,Number,37106
State,Montana,15 to 17,2013,Number,37764
State,Montana,5 to 11,2013,Number,87967
State,Montana,Total less than 18,2013,Number,224381
State,Montana,0 to 4,2013,Percent,0.27
State,Montana,12 to 14,2013,Percent,0.17
State,Montana,15 to 17,2013,Percent,0.17
State,Montana,5 to 11,2013,Percent,0.39
State,Montana,Total less than 18,2013,Percent,1
State,Montana,Total less than 18,2007,Number,223135
State,Montana,0 to 4,2007,Number,59360
State,Montana,5 to 11,2007,Number,83069
State,Montana,12 to 14,2007,Number,38377
State,Montana,15 to 17,2007,Number,42329
State,Montana,Total less than 18,2008,Percent,1
State,Montana,0 to 4,2008,Percent,0.27
State,Montana,5 to 11,2008,Percent,0.38
State,Montana,12 to 14,2008,Percent,0.17
State,Montana,15 to 17,2008,Percent,0.18
State,Montana,Total less than 18,2008,Number,223814
State,Montana,0 to 4,2008,Number,60678
State,Montana,5 to 11,2008,Number,84056
State,Montana,12 to 14,2008,Number,37898
State,Montana,15 to 17,2008,Number,41182
